SampleID,Population,Temp.Treatment,Date.Started,Larval.Survival,Date.Larval.Death,Larval.Diapause,Date.Pupation,Pupal.Survival,Date.Pupal.Death,Date.Adult.Eclosion,Date.Adult.Death,Sex,Usage,Notes,Extract.Status,Date.Extracted,Extraction.Notes,Nanodrop.Conc,Nanodrop.260.280,Nanodrop.260.230,Approximate.Volume,Left.Wing.Length,Remove.From.Fitness.Count
SB.04.124,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/25/22,F,,,,,,,,,,NA,
SB.04.125,SB,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/23/22,M,,Died while eclosing,,,,,,,,,
SB.04.126,SB,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/31/22,M,,,,,,,,,,2.77,
SB.04.127,SB,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,NA. Lost,,DontSequence,,,,,,,,,,
SB.04.128,SB,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,NA. Lost,,DontSequence,,,,,,,,,,
SB.04.129,SB,D,7/8/22,Y,,,7/18/22,,,7/23/22,7/31/22,F,,,,,,,,,,,
SB.04.130,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
SB.04.131,SB,C,7/8/22,,,,7/23/22,,,7/30/22,8/4/22,M,,,Done,9/26/22,,14.5,2.21,5.15,200,2.508,
SB.04.132,SB,C,7/8/22,,,,7/25/22,,,8/1/22,8/6/22,F,,,,,,,,,,,
SB.04.133,SB,C,7/8/22,,,,7/25/22,,,8/1/22,8/6/22,F,,,,,,,,,,2.932,
SB.04.134,SB,C,7/8/22,,,,7/25/22,,,8/1/22,8/6/22,F,,,,,,,,,,3.321,
SB.04.135,SB,C,7/8/22,,,,7/27/22,,,8/3/22,8/8/22,F,,,,,,,,,,3.314,
SB.04.136,SB,C,7/8/22,,,,7/22/22,,,7/29/22,8/6/22,M,,,,,,,,,,2.624,
SB.04.137,SB,C,7/8/22,,,,7/23/22,,,7/29/22,8/2/22,M,,,done,9/20/22,,12.9,2.16,2.74,200,2.382,
SB.04.138,SB,C,7/8/22,,,,7/25/22,N,29-Jul,,,,,,,,,,,,,,
SB.04.139,SB,C,7/8/22,,,,7/26/22,,,8/3/22,8/5/22,F,,,Done,9/14/22,,36.8,2.17,2.69,200,3.266,
SB.04.140,SB,C,7/8/22,,,,7/26/22,,,8/3/22,?,F,DontSequence,,,,,,,,,,
SB.04.141,SB,C,7/8/22,,,,7/24/22,,,8/1/22,8/11/22,M,,,needs clean-up,9/23/22,,8.4,2.1,1.3,200,NA,
SB.04.142,SB,C,7/8/22,,,,?,,,?,8/4/22,F,SomeMissing,,,,,,,,,,
SB.04.143,SB,C,7/8/22,,,,7/25/22,,,7/31/22,8/10/22,M,,,,,,,,,,2.62,
SB.04.144,SB,C,7/8/22,,,,7/27/22,N,3-Aug,,,,,,,,,,,,,,
SB.04.145,SB,C,7/8/22,N,8/1/22,,,,,,,,,,,,,,,,,,
SB.04.146,SB,C,7/8/22,,,,7/27/22,,,8/3/22,8/6/22,F,,,Done,9/26/22,,19,2.33,3.25,200,2.938,
SB.04.147,SB,C,7/8/22,,,,7/28/22,,,8/4/22,8/7/22,F,,,,,,,,,,3.196,
SB.04.148,SB,C,7/8/22,,,,7/29/22,,,8/6/22,8/13/22,F,,,done,9/20/22,,23.6,2.09,3.79,200,3.036,
SB.04.149,SB,C,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.150,SB,C,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
SB.04.151,SB,B,7/8/22,,,,7/29/22,,,8/8/22,8/13/22,M,,,Done,9/26/22,,15.8,2.12,3.82,200,2.809,
SB.04.152,SB,B,7/8/22,,,,7/31/22,,,8/10/22,8/30/22,M,,,,,,,,,,2.681,
SB.04.153,SB,B,7/8/22,,,,7/31/22,,,8/10/22,NA. Lost,M,DontSequence,Lost on 8/18,,,,,,,,,
SB.04.154,SB,B,7/8/22,,,,8/2/22,,,8/13/22,8/23/22,F,,,,,,,,,,3.38,
SB.04.155,SB,B,7/8/22,,,,8/3/22,N,7-Aug,,,,,,,,,,,,,,
SB.04.156,SB,B,7/8/22,,,,7/29/22,,,8/8/22,NA. Lost on 8/15,F,DontSequence,Lost on 8/15,,,,,,,,,
SB.04.157,SB,B,7/8/22,,,,7/30/22,,,8/10/22,8/19/22,M,,,Done,9/23/22,,10.7,1.85,2.74,200,2.685,
SB.04.158,SB,B,7/8/22,,,,7/30/22,,,8/9/22,?,F,DontSequence,,,,,,,,,,
SB.04.159,SB,B,7/8/22,,,,7/31/22,,,8/11/22,8/25/22,F,,,,,,,,,,,
SB.04.160,SB,B,7/8/22,,,,8/3/22,,,8/14/22,8/19/22,F,,,Done,9/9/22,,16.2,2.11,2.14,200,3.332,
SB.04.161,SB,B,7/8/22,,,,7/30/22,,,8/10/22,8/17/22,F,,,needs clean-up,9/14/22,,14.4,2.19,1.12,200,3.369,
SB.04.162,SB,B,7/8/22,,,,7/31/22,,,8/10/22,8/20/22,F,,,,,,,,,,2.905,
SB.04.163,SB,B,7/8/22,,,,7/31/22,,,8/11/22,8/20/22,F,,,,,,,,,,3.362,
SB.04.164,SB,B,7/8/22,,,,7/31/22,,,8/11/22,8/20/22,F,,,,,,,,,,,
SB.04.165,SB,B,7/8/22,,,,8/3/22,,,8/14/22,8/26/22,F,,,,,,,,,,3.35,
SB.04.166,SB,B,7/8/22,,,,7/30/22,,,8/9/22,8/21/22,M,,,,,,,,,,2.452,
SB.04.167,SB,B,7/8/22,,,,7/30/22,,,8/9/22,8/14/22,M,,,,,,,,,,,
SB.04.168,SB,B,7/8/22,,,,7/30/22,,,8/9/22,9/3/22,F,,,,,,,,,,3.196,
SB.04.169,SB,B,7/8/22,,,,8/2/22,N,5-Aug,,,,,,,,,,,,,,
SB.04.170,SB,B,7/8/22,,,,8/3/22,,,8/14/22,8/21/22,F,,,,,,,,,,,
SB.04.171,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.172,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.173,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.174,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.175,SB,A,7/8/22,N,7/30/22,,,,,,,,,,,,,,,,,,
SB.04.176,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.177,SB,A,7/8/22,N,8/26/22,,,,,,,,,,,,,,,,,,
SB.04.178,SB,A,7/8/22,N,8/5/22,,,,,,,,,,,,,,,,,,
SB.04.179,SB,A,7/8/22,N,8/5/22,,,,,,,,,,,,,,,,,,
SB.04.180,SB,A,7/8/22,N,8/5/22,,,,,,,,,,,,,,,,,,
SB.04.181,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.182,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.183,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.184,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.185a,SB,A,7/8/22,N,8/12/22,,,,,,,,,,,,,,,,,,
SB.04.185b,SB,A,7/8/22,N,8/5/22,,,,,,,,,,,,,,,,,,
SB.04.186,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.187,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.188,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.189,SB,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
SB.04.190,SB,A,7/8/22,N,8/12/22,,,,,,,,,,,,,,,,,,
JR.A.001,JRA,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
JR.A.002,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.003,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.004,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.005,JRA,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
JR.A.006,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.007,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.008,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.009,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.010,JRA,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
JR.A.011,JRA,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
JR.A.012,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.013,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.014,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.015,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.016,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.017,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.018,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.019,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.020,JRA,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
JR.A.021,JRA,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
JR.A.022,JRA,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
JR.A.023,JRA,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
JR.A.024,JRA,F,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
JR.A.025,JRA,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
JR.A.026,JRA,F,7/8/22,N,7/31/22,,,,,,,,,,,,,,,,,,
JR.A.027,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.028,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.029,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.030,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.031,JRA,F,7/8/22,N,7/29/22,,,,,,,,,,,,,,,,,,
JR.A.032,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.033,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.034,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.035,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.036,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.037,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.038,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.039,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.040,JRA,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
JR.A.041,JRA,F,7/8/22,N,7/23/22,,,,,,,,,,,,,,,,,,
JR.A.042,JRA,F,7/8/22,N,7/23/22,,,,,,,,,,,,,,,,,,
JR.A.043,JRA,F,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
JR.A.044,JRA,F,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
JR.A.045,JRA,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
JR.A.046,JRA,F,7/8/22,N,7/26/22,,,,,,,,,,,,,,,,,,
JR.A.047,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.048,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.049,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.050,JRA,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.051,JRA,E,7/8/22,Y,,,7/17/22,N,20-Jul,,,,,,,,,,,,,,
JR.A.052,JRA,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/28/22,M,,,,,,,,,,,
JR.A.053,JRA,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,8/12/22,F,,,,,,,,,,3.03,
JR.A.054,JRA,E,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,Done,9/15/22,,37.1,2.09,2.46,200,3.045,
JR.A.055,JRA,E,7/8/22,,,,7/22/22,,,7/25/22,8/1/22,F,,,,,,,,,,,
JR.A.056,JRA,E,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
JR.A.057,JRA,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.058,JRA,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.059,JRA,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.060a,JRA,E,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
JR.A.060b,JRA,E,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
JR.A.061,JRA,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/24/22,M,,,,,,,,,,,
JR.A.062,JRA,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,M,,,done,9/22/22,,19.2,2.17,4.08,200,NA,
JR.A.063,JRA,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,,
JR.A.064,JRA,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,2.623,
JR.A.065,JRA,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,?,?,DontSequence,,,,,,,,,,
JR.A.066,JRA,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/24/22,M,,,,,,,,,,,
JR.A.067,JRA,E,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,done,9/12/22,,15.9,2.16,2.49,200,NA,
JR.A.068,JRA,E,7/8/22,,,,7/23/22,,,7/26/22,8/27/22,F,,,,,,,,,,3.084,
JR.A.069,JRA,E,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
JR.A.070,JRA,E,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
JR.A.071,JRA,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/20/22,M,,,Done,9/15/22,,15.8,2.2,3.17,200,2.28,
JR.A.072,JRA,E,7/8/22,Y,,,7/19/22,,,7/23/22,7/24/22,F,,,,,,,,,,,
JR.A.073,JRA,E,7/8/22,Y,,,7/20/22,N,22-Jul,,,,,,,,,,,,,,
JR.A.074,JRA,E,7/8/22,Y,,,7/20/22,,,7/23/22,7/25/22,F,,,,,,,,,,2.991,
JR.A.075,JRA,E,7/8/22,,,,7/29/22,N,1-Aug,,,,,,,,,,,,,,
JR.A.076,JRA,E,7/8/22,Y,,,7/16/22,N,18-Jul,,,,,,,,,,,,,,
JR.A.077,JRA,E,7/8/22,Y,,,7/17/22,NA. I killed,NA. I killed,,,,DontSequence,,,,,,,,,,
JR.A.078,JRA,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,8/19/22,M,,,,,,,,,,2.623,
JR.A.079,JRA,E,7/8/22,,,,7/22/22,Y,,7/25/22,7/30/22,F,,,,,,,,,,,
JR.A.080,JRA,E,7/8/22,,,,7/23/22,N,24-Jul,,,,,,,,,,,,,,
JR.A.081,JRA,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/24/22,M,,,done,9/12/22,,11.9,2.08,2.02,200,2.478,
JR.A.082,JRA,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,8/1/22,M,,,,,,,,,,2.667,
JR.A.083,JRA,E,7/8/22,Y,,,7/18/22,,,7/22/22,?,?,DontSequence,,,,,,,,,,
JR.A.084,JRA,E,7/8/22,Y,,,7/19/22,,,7/23/22,7/25/22,F,,,,,,,,,,,
JR.A.085a,JRA,E,7/8/22,Y,,,7/20/22,,,7/24/22,8/4/22,F,,,,,,,,,,2.982,
JR.A.085b,JRA,E,7/8/22,,,,7/22/22,,,7/25/22,7/31/22,F,,,,,,,,,,,
JR.A.086,JRA,E,7/8/22,Y,,,7/17/22,N,,7/20/22,7/22/22,M,,,,,,,,,,,
JR.A.087,JRA,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/22/22,M,,,,,,,,,,,
JR.A.088,JRA,E,7/8/22,Y,,,7/20/22,,,7/23/22,7/25/22,F,,,Done,9/15/22,,14.3,2.22,5.02,200,2.555,
JR.A.089,JRA,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.090,JRA,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.091,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,,,,,,,,,,,
JR.A.092,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,,
JR.A.093,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,?,,,,,,,,,,,
JR.A.094,JRA,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
JR.A.095,JRA,D,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
JR.A.096,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,,,,,,,,,,2.296,
JR.A.097,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/22/22,M,,,done,9/22/22,,22.8,2.21,2.7,200,2.196,
JR.A.098,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,,
JR.A.099,JRA,D,7/8/22,Y,,,7/19/22,,NA. I killed,,,,DontSequence,I squished this pupae,,,,,,,,,
JR.A.100,JRA,D,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
JR.A.101,JRA,D,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.102,JRA,D,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.103,JRA,D,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
JR.A.104,JRA,D,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
JR.A.105,JRA,D,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
JR.A.106,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,,,,,,,,,,,
JR.A.107,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/29/22,F,,,,,,,,,,,
JR.A.108,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,,,,,,,,,,,
JR.A.109,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,,
JR.A.110,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/23/22,F,,,,,,,,,,3.468,
JR.A.111,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,,
JR.A.112,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/31/22,M,,,,,,,,,,2.701,
JR.A.113,JRA,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/25/22,F,,,,,,,,,,3.138,
JR.A.114,JRA,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/12/22,F,,,done,9/12/22,,12.1,1.99,1.9,200,3.03,
JR.A.115,JRA,D,7/8/22,,,,7/22/22,,,7/25/22,8/1/22,M,,,,,,,,,,,
JR.A.116,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/22/22,M,,,,,,,,,,,
JR.A.117,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,,,,,,,,,,,
JR.A.118,JRA,D,7/8/22,Y,,,7/17/22,,,?,7/25/22,M,SomeMissing,,,,,,,,,,
JR.A.119,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,M,,Pretty sure it was M. Need to double check after wing length measurement!,done,9/22/22,,23.1,2.14,2.37,200,2.588,
JR.A.120,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,F,,,,,,,,,,2.966,
JR.A.121,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/31/22,?,SomeMissing,Sample destroyed upon storage. Could not determine sex,,,,,,,,NA,
JR.A.122,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/31/22,F,,,,,,,,,,,yes
JR.A.123,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,8/2/22,M,,,,,,,,,,2.683,
JR.A.124,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/29/22,M,,,,,,,,,,,
JR.A.125a,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/29/22,M,,,,,,,,,,,
JR.A.125b,JRA,D,7/8/22,N,7/19/22,,,,,,,,,,,,,,,,,,
JR.A.126,JRA,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/21/2022?,M,Remove,I found a second JRA.126 M dead on 7/25...,,,,,,,,,
JR.A.126b,JRA,D,7/8/22,Y,,,7/16?,Y,,7/21/22,?,M,Remove,,,,,,,,,,
JR.A.127,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,NA. Lost. Noted 7/24,M,DontSequence,NA. Lost. Noted 7/24,,,,,,,,,
JR.A.128,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/20/22,?,?,DontSequence,,,,,,,,,,
JR.A.129,JRA,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,8/7/22,M,,,,,,,,,,2.684,
JR.A.130,JRA,D,7/8/22,Y,,,7/17/22,,,,,,,,,,,,,,,,
JR.A.131,JRA,C,7/8/22,,,,7/22/22,,,7/29/22,8/4/22,M,,,,,,,,,,,
JR.A.132,JRA,C,7/8/22,,,,7/22/22,,,7/28/22,7/30/22,M,,,done,9/22/22,,23.8,2.29,3.34,200,2.713,
JR.A.133,JRA,C,7/8/22,,,,7/22/22,,,7/28/22,8/3/22,M,,,,,,,,,,,
JR.A.134,JRA,C,7/8/22,,,,7/26/22,,,8/2?,8/7/22,F,SomeMissing,,,,,,,,,,
JR.A.135a,JRA,C,7/8/22,,,,7/26/22,,,8/1/22,8/5/22,M,,,,,,,,,,,
JR.A.135b,JRA,C,7/8/22,,,,7/27/22,,,8/3/22,8/11/22,F,,,,,,,,,,,
JR.A.136,JRA,C,7/8/22,,,,7/22/22,,,7/30/22,8/3/22,M,,Mislabeled PCR tube JRA.137 ,,,,,,,,,
JR.A.137,JRA,C,7/8/22,,,,7/24/22,,,7/31/22,8/22/22,F,,Labeled this tube as JRA.137 real,,,,,,,,3.312,
JR.A.138,JRA,C,7/8/22,,,,7/26/22,,,7/30/22,8/2/22,F,,Found a second jar labeled JRA.138 with a dead adult on 8/6. Discarded,,,,,,,,,
JR.A.139,JRA,C,7/8/22,N,7/24/22,,,,,,,,,,,,,,,,,,
JR.A.140,JRA,C,7/8/22,N,7/24/22,,,,,,,,,,,,,,,,,,
JR.A.141,JRA,C,7/8/22,Y,,,7/21/22,,,?,?,?,DontSequence,,,,,,,,,,
JR.A.142,JRA,C,7/8/22,,,,7/22/22,,,7/29/22,8/4/22,M,,,,,,,,,,,
JR.A.143,JRA,C,7/8/22,,,,7/23/22,,,7/30/22,7/30/22,F,,died while eclosing,,,,,,,,,
JR.A.144,JRA,C,7/8/22,,,,7/26/22,,,7/28/22,8/5/22,M,,,,,,,,,,,
JR.A.145,JRA,C,7/8/22,,,,7/26/22,,,7/29/22,8/4/22,F,,Found a second jar labeled JRA.145 with a dead adult on 8/6. Discarded,,,,,,,,,
JR.A.146,JRA,C,7/8/22,,,,7/23/22,,,7/30/22,9/8/22,F,,,,,,,,,,3.53,
JR.A.147,JRA,C,7/8/22,,,,7/24/22,,,7/31/22,8/6/22,F,,,,,,,,,,,
JR.A.148,JRA,C,7/8/22,,,,7/24/22,,,7/31/22,8/1/22,F,,,,,,,,,,,
JR.A.149,JRA,C,7/8/22,,,,7/24/22,,,7/31/22,8/1/22,F,,,,,,,,,,3.065,
JR.A.150,JRA,C,7/8/22,N,7/21/22,,,,,,,,,,,,,,,,,,
JR.A.151,JRA,B,7/8/22,,,,7/29/22,,,8/8/22,?,M,DontSequence,,,,,,,,,,
JR.A.152,JRA,B,7/8/22,,,,8/1/22,,,8/11/22,8/17/22,F,,,Done,9/15/22,,25.6,2.16,1.97,200,3.504,
JR.A.153,JRA,B,7/8/22,,,,8/2/22,,,8/12/22,8/24/22,F,,,done,9/12/22,,12.4,1.95,1.91,200,3.374,
JR.A.154,JRA,B,7/8/22,,,,8/3/22,,,8/13/22,8/16/22,M,,,,,,,,,,,
JR.A.155,JRA,B,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
JR.A.156,JRA,B,7/8/22,,,,7/30/22,,,8/8/22,8/16/22,M,,,,,,,,,,2.635,
JR.A.157,JRA,B,7/8/22,,,,7/31/22,,,8/11/22,9/12/22,F,,,,,,,,,,3.392,
JR.A.158,JRA,B,7/8/22,,,,7/31/22,,,8/10/22,9/6/22,M,,,,,,,,,,2.782,
JR.A.159,JRA,B,7/8/22,,,,8/2/22,,,8/12/22,8/18/22,F,,,,,,,,,,3.004,
JR.A.160,JRA,B,7/8/22,,,,?,,,8/14/22,8/23/22,F,SomeMissing,,,,,,,,,,
JR.A.161,JRA,B,7/8/22,,,,7/29/22,,,8/8/22,8/13/22,M,,,,,,,,,,,
JR.A.162,JRA,B,7/8/22,,,,7/29/22,,,8/8/22,?,M,DontSequence,,,,,,,,,,
JR.A.163,JRA,B,7/8/22,,,,7/29/22,,,8/7/22,8/12/22,M,,,,,,,,,,2.524,
JR.A.164,JRA,B,7/8/22,,,,8/1/22,,,8/11/22,8/17/22,F,,,,,,,,,,,
JR.A.165,JRA,B,7/8/22,,,,8/2/22,,,8/12/22,8/19/22,F,,,,,,,,,,,
JR.A.166,JRA,B,7/8/22,,,,7/30/22,,,8/9/22,8/13/22,M,,,done,9/22/22,,18.7,2.23,2.55,200,2.588,
JR.A.167,JRA,B,7/8/22,,,,7/30/22,,,8/9/22,NA. Lost,M,DontSequence,Lost,,,,,,,,,
JR.A.168,JRA,B,7/8/22,,,,8/1/22,,,8/10/22,8/15/22,M,,may be labaled as 168B? Are these different individuals?,,,,,,,,,
JR.A.169,JRA,B,7/8/22,,,,8/1/22,N,3-Aug,,,,,,,,,,,,,,
JR.A.170A,JRA,B,7/8/22,,,,8/2/22,,,8/11/22,8/13/22,M,,,,,,,,,,,
JR.A.170B,JRA,B,7/8/22,,,,?,,,8/14/22,8/20/22,F,DontSequence,,,,,,,,,,
JR.A.171,JRA,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
JR.A.172,JRA,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
JR.A.173,JRA,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
JR.A.174,JRA,A,7/8/22,N,8/12/22,,,,,,,,,,,,,,,,,,
JR.A.175,JRA,A,7/8/22,N,8/12/22,,,,,,,,,,,,,,,,,,
JR.A.176,JRA,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
JR.A.177,JRA,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
JR.A.178,JRA,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
JR.A.179,JRA,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
JR.A.180,JRA,A,7/8/22,N,7/10/22,y,,,,,,,,,,,,,,,,,
